10997,5,11,8.0
10998,4,5,4.5
10999,5,7,5.6190476
22528,3,6,4.5
22527,3,5,4.1666665
22525,4,5,4.5
63922,3,4,3.5
22523,4,5,4.5
10990,4,5,4.5
10991,3,4,3.5
22522,4,5,4.5
22521,3,4,3.5
10993,3,5,4.0
10995,4,5,4.5
10996,3,6,4.5
63916,4,5,4.5
22518,3,6,4.5
22515,2,3,2.5
22517,4,5,4.5
22516,4,5,4.5
22511,3,5,4.1666665
22510,3,4,3.5
22513,4,6,4.826087
22512,3,5,4.1666665
3,3,12,6.357143
2,5,9,6.8333335
1,4,7,5.2
7,5,7,5.8333335
6,3,6,5.0
5,6,9,7.5
4,3,7,5.111111
9,4,13,7.6666665
8,4,7,5.5
22506,5,6,5.5
22505,4,5,4.5
22504,4,5,4.5
22503,4,5,4.5
22509,5,6,5.5
22507,4,5,4.5
22502,4,5,4.5
22501,6,7,6.5
39624,3,4,3.5
35711,5,6,5.5
35713,7,8,7.5
39628,4,5,4.5
10950,4,5,4.5
39629,4,6,5.0
10952,5,6,5.5
39626,5,6,5.5
39627,4,5,4.5
10951,4,5,4.5
10954,2,5,3.5
35718,4,5,4.5
10953,3,4,3.5
35719,4,5,4.5
10955,4,5,4.5
10958,4,5,4.5
35714,4,5,4.5
10957,4,5,4.5
35716,5,6,5.5
35717,3,5,4.0
10959,4,5,4.5
39621,4,5,4.5
39620,5,6,5.5
35701,4,6,4.75
39633,4,5,4.5
39634,5,6,5.5
39635,4,6,5.0
39636,4,5,4.5
35700,5,6,5.5
39637,3,5,3.642857
10962,4,5,4.5
39638,4,5,4.5
10961,3,4,3.5
10967,4,5,4.5
10966,4,8,6.0
35707,4,5,4.5
10965,4,5,4.5
10964,4,5,4.5
35705,4,5,4.5
35706,3,5,4.071429
35703,4,5,4.5
10969,3,5,4.0
10968,4,5,4.5
35704,4,6,5.0
39632,5,6,5.5
39631,4,5,4.5
39606,5,6,5.5
10972,4,5,4.5
10971,5,7,6.0
39604,4,5,4.5
10974,4,5,4.5
10973,3,5,4.1666665
39605,3,5,4.1666665
39602,4,8,5.8333335
39603,3,5,3.8333333
39600,3,5,4.0
10970,3,5,4.0555553
39601,4,5,4.5
10979,4,5,4.5
10975,4,5,4.5
39608,4,5,4.5
10978,4,5,4.5
39609,6,7,6.5
10985,4,5,4.5
10984,5,7,6.0
39616,4,12,9.75
39617,4,5,4.5
10982,4,6,4.8333335
39611,4,7,5.5
10981,4,5,4.5
10980,4,6,4.75
39612,4,5,4.5
39613,4,6,4.6666665
10987,4,5,4.5
10986,5,10,6.8333335
39610,4,5,4.5
39661,4,5,4.5
39662,4,7,5.5
39663,5,6,5.5
