10997,7,12,9.5
10998,6,6,6.0
10999,5,5,5.0
22528,6,6,6.0
22527,6,7,6.3333335
22525,6,6,6.0
63922,4,4,4.0
22523,6,6,6.0
10990,7,7,7.0
10991,6,6,6.0
22522,6,6,6.0
22521,6,6,6.0
10993,6,6,6.0
10995,6,6,6.0
10996,6,6,6.0
63916,8,8,8.0
22518,6,6,6.0
22515,6,6,6.0
22517,6,6,6.0
22516,6,6,6.0
22511,6,7,6.3333335
22510,6,6,6.0
22513,4,4,4.0
22512,7,7,7.0
3,6,11,7.5
2,7,10,8.333333
1,7,9,7.5
7,7,7,7.0
6,6,7,6.5
5,8,10,9.0
4,6,8,7.0
9,7,15,9.666667
8,6,6,6.0
22506,8,8,8.0
22505,7,7,7.0
22504,7,7,7.0
22503,6,6,6.0
22509,6,6,6.0
22507,4,4,4.0
22502,6,6,6.0
22501,7,7,7.0
39624,6,6,6.0
35711,7,7,7.0
35713,9,9,9.0
39628,6,6,6.0
10950,6,6,6.0
39629,14,14,14.0
10952,7,7,7.0
39626,8,8,8.0
39627,7,7,7.0
10951,7,7,7.0
10954,5,6,5.25
35718,7,7,7.0
10953,6,6,6.0
35719,7,7,7.0
10955,6,6,6.0
10958,6,6,6.0
35714,7,7,7.0
10957,7,7,7.0
35716,7,7,7.0
35717,6,6,6.0
10959,6,6,6.0
39621,7,7,7.0
39620,7,7,7.0
35701,7,7,7.0
39633,6,6,6.0
39634,7,7,7.0
39635,6,7,6.5
39636,6,6,6.0
35700,7,7,7.0
39637,6,6,6.0
10962,6,6,6.0
39638,6,6,6.0
10961,6,6,6.0
10967,6,6,6.0
10966,6,9,7.5
35707,7,7,7.0
10965,12,12,12.0
10964,7,7,7.0
35705,7,7,7.0
35706,6,6,6.0
35703,7,7,7.0
10969,6,7,6.5
10968,7,7,7.0
35704,6,6,6.0
39632,7,7,7.0
39631,7,7,7.0
39606,7,7,7.0
10972,4,4,4.0
10971,7,7,7.0
39604,7,7,7.0
10974,7,7,7.0
10973,7,7,7.0
39605,6,6,6.0
39602,7,9,8.0
39603,6,7,6.3333335
39600,6,6,6.0
10970,6,6,6.0
39601,6,6,6.0
10979,6,6,6.0
10975,6,6,6.0
39608,6,6,6.0
10978,6,6,6.0
39609,8,8,8.0
10985,6,6,6.0
10984,7,7,7.0
39616,7,13,11.0
39617,7,7,7.0
10982,6,7,6.3333335
39611,6,8,6.6
10981,6,6,6.0
10980,7,7,7.0
39612,6,6,6.0
39613,6,7,6.25
10987,7,7,7.0
10986,6,10,7.3333335
39610,6,6,6.0
39661,6,6,6.0
39662,6,7,6.6666665
39663,6,6,6.0
39665,8,8,8.0
39666,6,6,6.0
35756,6,6,6.0
39669,7,7,7.0
35755,7,7,7.0
39668,6,7,6.1666665
35753,6,8,6.095238
35752,7,7,7.0
