"prefix","occurrence","percentage"
16,13030,2.51534204211798
17,7106,1.37175905996089
18,11904,2.29797633686665
19,24815,4.79034633731065
20,35930,6.93601224660776
21,38212,7.37653492812067
22,56901,10.9843037251386
23,49054,9.46950027122453
24,281069,54.2582250526523
