"prefix","occurrence","percentage"
8,10,0.00064243529231127
9,36,0.00231276705232057
10,90,0.00578191763080143
11,270,0.0173457528924043
12,786,0.0504954139756658
13,1510,0.0970077291390018
14,3082,0.197998557090333
15,5156,0.331239636715691
16,39220,2.5196312164448
17,21420,1.37609639613074
18,35412,2.27499185713267
19,75264,4.83522498405154
20,108854,6.9931651309251
21,114045,7.32665329116388
22,167674,10.7719695203
23,146871,9.43551138170486
24,833401,53.5406215047505
25,733,0.0470905069264161
26,887,0.0569840104280097
27,239,0.0153542034862394
28,272,0.0174742399508665
29,584,0.0375182210709782
30,553,0.0355266716648132
31,5,0.000321217646155635
32,203,0.0130414364339188
