"prefix","occurrence","percentage"
14,16,0.227725590663251
15,9,0.128095644748079
16,31,0.441218331910048
17,33,0.469684030742955
18,297,4.22715627668659
19,265,3.77170509536009
20,655,9.32251636777683
21,842,11.9840592086536
22,1059,15.0725875320239
23,859,12.2260176487333
24,2946,41.9299743808711
25,9,0.128095644748079
26,1,0.0142328494164532
29,3,0.0426985482493595
30,1,0.0142328494164532
