1	8.4008633502643E-005
2	0.003987179
3	0.0288601967
4	0.3079821126
5	0.8095718145
6	0.9687294017
7	0.994481279
8	0.9988238791
9	0.9997738229
10	0.9999159914
11	0.9999806134
12	1
