3549	1.1
4230	1.1
6762	1.1
7738	1.1
16735	1.1
18881	1.1
26615	1.1
28573	1.1
53037	1.1
262589	1.1
10704	1.2
17222	1.2
26609	1.2
28165	1.2
28202	1.2
28338	1.2
28366	1.2
28658	1.2
28665	1.2
52962	1.2
53211	1.2
262310	1.2
262450	1.2
263363	1.2
263390	1.2
263499	1.2
263658	1.2
2906	2.1
15169	2.1
28604	2.1
11432	2.2
16397	2.2
16509	2.2
26592	2.2
28271	2.2
53225	2.2
1916	3.2
2715	3.2
11644	3.2
14026	3.2
23074	3.2
28301	3.2
262534	3.2
20144	3.3
52550	4.2
52781	4.2
52937	4.2
53157	4.2
262609	4.2
262663	4.2
262854	4.2
263395	4.2
