3549	1.1
8167	1.1
8674	1.1
18881	1.1
28573	1.1
11835	1.2
14840	1.2
22177	1.2
25933	1.2
28132	1.2
28134	1.2
28141	1.2
28155	1.2
28166	1.2
28259	1.2
28283	1.2
28299	1.2
28303	1.2
28329	1.2
28599	1.2
28605	1.2
28639	1.2
52600	1.2
52610	1.2
52685	1.2
52694	1.2
52751	1.2
52752	1.2
52763	1.2
52770	1.2
52828	1.2
52851	1.2
52869	1.2
52920	1.2
52968	1.2
53053	1.2
53061	1.2
53062	1.2
53112	1.2
53145	1.2
53165	1.2
53167	1.2
53169	1.2
53184	1.2
53230	1.2
53240	1.2
61747	1.2
262458	1.2
262464	1.2
262522	1.2
262591	1.2
262605	1.2
262695	1.2
262715	1.2
262741	1.2
262794	1.2
262802	1.2
262848	1.2
262903	1.2
262985	1.2
263003	1.2
263113	1.2
263263	1.2
263384	1.2
263442	1.2
263543	1.2
263597	1.2
263604	1.2
2906	2.1
11706	2.1
28357	2.1
52799	2.2
262879	2.2
2716	3.1
19200	3.1
1916	3.2
7465	3.2
10906	3.2
11644	3.2
14026	3.2
26606	3.2
53235	3.2
53237	3.2
20144	3.3
19611	4.1
22819	4.1
28623	4.1
262583	4.1
28148	4.2
28631	4.2
52734	4.2
52841	4.2
53168	4.2
53197	4.2
53223	4.2
262732	4.2
262907	4.2
262965	4.2
28135	4.3
28646	4.3
