16735	1.1
17379	1.1
18881	1.1
22689	1.1
23106	1.1
262354	1.1
262589	1.1
26615	1.1
28169	1.1
28573	1.1
3549	1.1
4230	1.1
53037	1.1
6762	1.1
7738	1.1
8167	1.1
8674	1.1
10704	1.2
11835	1.2
11844	1.2
14840	1.2
14868	1.2
17222	1.2
20177	1.2
21574	1.2
22177	1.2
25933	1.2
262272	1.2
262289	1.2
262294	1.2
262310	1.2
262336	1.2
262355	1.2
262374	1.2
262391	1.2
262400	1.2
262405	1.2
262450	1.2
262458	1.2
262464	1.2
262474	1.2
262476	1.2
262481	1.2
262492	1.2
262493	1.2
262505	1.2
262509	1.2
262522	1.2
262565	1.2
262582	1.2
262591	1.2
262605	1.2
262621	1.2
262659	1.2
262676	1.2
262681	1.2
262687	1.2
262690	1.2
262695	1.2
262715	1.2
262721	1.2
262727	1.2
262733	1.2
262741	1.2
262753	1.2
262761	1.2
262769	1.2
262773	1.2
262780	1.2
262785	1.2
262789	1.2
262792	1.2
262794	1.2
262801	1.2
262802	1.2
262812	1.2
262822	1.2
262831	1.2
262843	1.2
262847	1.2
262848	1.2
262855	1.2
262865	1.2
262869	1.2
262877	1.2
262878	1.2
262903	1.2
262943	1.2
262952	1.2
262970	1.2
262985	1.2
262993	1.2
263003	1.2
263018	1.2
263055	1.2
263080	1.2
263102	1.2
263113	1.2
263263	1.2
263311	1.2
263363	1.2
263384	1.2
263390	1.2
263434	1.2
263442	1.2
263499	1.2
263512	1.2
263538	1.2
263542	1.2
263543	1.2
263597	1.2
263604	1.2
263636	1.2
263647	1.2
263658	1.2
26609	1.2
27693	1.2
28124	1.2
28132	1.2
28134	1.2
28139	1.2
28141	1.2
28146	1.2
28155	1.2
28161	1.2
28165	1.2
28166	1.2
28173	1.2
28175	1.2
28184	1.2
28188	1.2
28190	1.2
28192	1.2
28201	1.2
28202	1.2
28220	1.2
28225	1.2
28226	1.2
28229	1.2
28250	1.2
28252	1.2
28259	1.2
28262	1.2
28263	1.2
28267	1.2
28268	1.2
28279	1.2
28283	1.2
28289	1.2
28290	1.2
28293	1.2
28299	1.2
28303	1.2
28305	1.2
28310	1.2
28326	1.2
28328	1.2
28329	1.2
28338	1.2
28343	1.2
28359	1.2
28360	1.2
28366	1.2
28368	1.2
28580	1.2
28591	1.2
28598	1.2
28599	1.2
28605	1.2
28615	1.2
28620	1.2
28635	1.2
28639	1.2
28649	1.2
28651	1.2
28658	1.2
28661	1.2
28665	1.2
28667	1.2
52544	1.2
52572	1.2
52579	1.2
52600	1.2
52610	1.2
52625	1.2
52631	1.2
52664	1.2
52685	1.2
52686	1.2
52694	1.2
52720	1.2
52751	1.2
52752	1.2
52763	1.2
52770	1.2
52777	1.2
52813	1.2
52828	1.2
52851	1.2
52869	1.2
52871	1.2
52873	1.2
52884	1.2
52920	1.2
52940	1.2
52960	1.2
52962	1.2
52965	1.2
52968	1.2
52987	1.2
52988	1.2
52999	1.2
53005	1.2
53019	1.2
53022	1.2
53053	1.2
53061	1.2
53062	1.2
53065	1.2
53069	1.2
53071	1.2
53072	1.2
53081	1.2
53084	1.2
53085	1.2
53089	1.2
53093	1.2
53112	1.2
53119	1.2
53144	1.2
53145	1.2
53158	1.2
53165	1.2
53167	1.2
53169	1.2
53184	1.2
53189	1.2
53211	1.2
53230	1.2
53236	1.2
53240	1.2
61747	1.2
7048	1.2
11706	2.1
15169	2.1
20044	2.1
262756	2.1
28357	2.1
28604	2.1
2906	2.1
53017	2.1
53171	2.1
8075	2.1
11432	2.2
11921	2.2
12140	2.2
14282	2.2
16397	2.2
16509	2.2
16712	2.2
22356	2.2
262448	2.2
262475	2.2
262500	2.2
262526	2.2
262548	2.2
262778	2.2
262790	2.2
262839	2.2
262879	2.2
262956	2.2
26592	2.2
28224	2.2
28271	2.2
28282	2.2
28309	2.2
28327	2.2
28330	2.2
28339	2.2
52550	2.2
52799	2.2
52925	2.2
52976	2.2
53225	2.2
10715	3.1
19200	3.1
262511	3.1
262852	3.1
262857	3.1
263076	3.1
2716	3.1
28193	3.1
28571	3.1
52888	3.1
53046	3.1
53166	3.1
10412	3.2
10417	3.2
10670	3.2
10881	3.2
10906	3.2
10938	3.2
10954	3.2
11242	3.2
11284	3.2
11644	3.2
11802	3.2
12136	3.2
14026	3.2
14650	3.2
1916	3.2
19723	3.2
22515	3.2
23074	3.2
25832	3.2
26218	3.2
262451	3.2
262486	3.2
262534	3.2
263638	3.2
26606	3.2
2715	3.2
28197	3.2
28286	3.2
28301	3.2
28602	3.2
28616	3.2
28629	3.2
52950	3.2
53016	3.2
53116	3.2
53164	3.2
53203	3.2
53235	3.2
53237	3.2
53239	3.2
7465	3.2
11751	3.3
20144	3.3
13522	4.1
16891	4.1
19611	4.1
22819	4.1
262441	4.1
262583	4.1
262876	4.1
28623	4.1
11431	4.2
23128	4.2
262318	4.2
262348	4.2
262378	4.2
262532	4.2
262609	4.2
262663	4.2
262668	4.2
262706	4.2
262716	4.2
262717	4.2
262725	4.2
262729	4.2
262732	4.2
262804	4.2
262805	4.2
262826	4.2
262827	4.2
262854	4.2
262868	4.2
262907	4.2
262955	4.2
262965	4.2
263098	4.2
263281	4.2
263329	4.2
263395	4.2
263450	4.2
263460	4.2
263534	4.2
28148	4.2
28182	4.2
28186	4.2
28196	4.2
28200	4.2
28208	4.2
28244	4.2
28251	4.2
28270	4.2
28287	4.2
28346	4.2
28587	4.2
28631	4.2
28663	4.2
52519	4.2
52549	4.2
52577	4.2
52696	4.2
52734	4.2
52750	4.2
52781	4.2
52841	4.2
52858	4.2
52937	4.2
52945	4.2
52981	4.2
53038	4.2
53102	4.2
53131	4.2
53140	4.2
53157	4.2
53168	4.2
53197	4.2
53202	4.2
53223	4.2
53242	4.2
61919	4.2
262552	4.3
262864	4.3
263083	4.3
28135	4.3
28646	4.3
53115	4.3
