"prefix","occurrence","percentage"
0,1,0.00475420747361415
11,2,0.0095084149472283
12,10,0.0475420747361415
16,1,0.00475420747361415
19,2,0.0095084149472283
20,7,0.033279452315299
21,3,0.0142626224208424
22,4,0.0190168298944566
23,4,0.0190168298944566
24,14,0.0665589046305981
25,5,0.0237710373680707
26,14,0.0665589046305981
27,20,0.095084149472283
28,61,0.290006655890463
29,554,2.63383094038224
30,87,0.413616050204431
31,61,0.290006655890463
32,6475,30.7834933916516
33,276,1.3121612627175
34,164,0.77969002567272
35,232,1.10297613387848
36,840,3.99353427783588
37,50,0.237710373680707
38,168,0.798706855567177
39,62,0.294760863364077
40,1163,5.52914329181325
41,119,0.565750689360084
42,146,0.694114291147666
43,34,0.161643054102881
44,966,4.59256441951127
45,93,0.442141295046116
46,354,1.68298944565941
47,158,0.751164780831036
48,8837,42.0129314443282
49,5,0.0237710373680707
62,1,0.00475420747361415
64,41,0.19492250641818
