"prefix","occurrence","percentage"
0,1,0.00477988623870752
11,1,0.00477988623870752
12,10,0.0477988623870752
16,1,0.00477988623870752
19,2,0.00955977247741504
20,7,0.0334592036709526
21,3,0.0143396587161226
22,4,0.0191195449548301
23,4,0.0191195449548301
24,14,0.0669184073419053
25,5,0.0238994311935376
26,14,0.0669184073419053
27,20,0.0955977247741504
28,61,0.291573060561159
29,553,2.64327709000526
30,86,0.411070216528847
31,60,0.286793174322451
32,6391,30.5482529515798
33,265,1.26666985325749
34,146,0.697863390851298
35,210,1.00377611012858
36,822,3.92906648821758
37,50,0.238994311935376
38,168,0.803020888102863
39,62,0.296352946799866
40,1173,5.60680655800392
41,114,0.544907031212657
42,192,0.917738157831844
43,34,0.162516132116056
44,965,4.61259022035276
45,97,0.463648965154629
46,356,1.70163950097988
47,158,0.755222025715788
48,8828,42.19683571531
49,3,0.0143396587161226
52,2,0.00955977247741504
62,1,0.00477988623870752
64,38,0.181635677070886
