"prefix","occurrence","percentage"
11,2,0.289855072463768
29,2,0.289855072463768
30,2,0.289855072463768
31,2,0.289855072463768
32,296,42.8985507246377
33,72,10.4347826086957
34,28,4.05797101449275
35,46,6.66666666666667
36,44,6.3768115942029
40,28,4.05797101449275
41,10,1.44927536231884
42,46,6.66666666666667
44,8,1.15942028985507
45,4,0.579710144927536
46,2,0.289855072463768
48,88,12.7536231884058
49,4,0.579710144927536
64,6,0.869565217391304
