"prefix","occurrence","percentage"
0,1,0.00240952243265385
11,1,0.00240952243265385
12,131,0.315647438677654
16,2,0.0048190448653077
19,4,0.00963808973061539
20,14,0.0337333140571539
21,6,0.0144571345959231
22,8,0.0192761794612308
23,8,0.0192761794612308
24,28,0.0674666281143077
25,10,0.0240952243265385
26,28,0.0674666281143077
27,40,0.0963808973061539
28,121,0.291552214351116
29,1104,2.66011276564985
30,172,0.414437858416462
31,119,0.286733169485808
32,12720,30.6491253433569
33,505,1.21680882849019
34,296,0.713218640065539
35,383,0.922847091706424
36,1569,3.78054069683389
37,102,0.245771288130692
38,335,0.807190014939039
39,124,0.298780781649077
40,2381,5.73707291214881
41,228,0.549371114645077
42,315,0.758999566285962
43,68,0.163847525420462
44,1697,4.08895956821358
45,188,0.452990217338923
46,711,1.71317044961689
47,318,0.766228133583924
48,17713,42.6798708495976
49,7,0.0168666570285769
62,1,0.00240952243265385
64,44,0.106018987036769
