"prefix","occurrence","percentage"
1,2,0.00478491793865735
11,2,0.00478491793865735
12,70,0.167472127853007
16,2,0.00478491793865735
19,4,0.0095698358773147
20,14,0.0334944255706015
21,6,0.0143547538159721
22,8,0.0191396717546294
23,8,0.0191396717546294
24,28,0.0669888511412029
25,10,0.0239245896932868
26,28,0.0669888511412029
27,40,0.095698358773147
28,120,0.287095076319441
29,1104,2.64127470213886
30,172,0.411502942724532
31,120,0.287095076319441
32,12894,30.8483659505239
33,512,1.22493899229628
34,300,0.717737690798603
35,420,1.00483276711804
36,1680,4.01933106847218
37,100,0.239245896932868
38,336,0.803866213694435
39,124,0.296664912196756
40,2302,5.50744054739461
41,228,0.545480645006938
42,292,0.698598019043973
43,68,0.16268720991435
44,1696,4.05761041198144
45,186,0.444997368295134
46,708,1.6938609502847
47,326,0.779941624001148
48,17672,42.2795349059764
49,12,0.0287095076319441
50,4,0.0095698358773147
52,20,0.0478491793865735
56,42,0.100483276711804
62,2,0.00478491793865735
64,136,0.3253744198287
