NAT,51,66
RS,1632,4005
CE,100,231
DF,79,231
PR,101,1596
VIX,62,136
BEL,19,78
CPV,42,55
LDA,27,253
MGF,28,136
SJC,11,45
SC,118,276
SCA,1,1
CAS,85,300
CXJ,6,6
LAJ,13,21
PE,43,66
RJ,295,1378
SJP,22,36
MAO,6,10
MG,117,300
GYN,68,105
SP,378,123753
BA,89,276
