#k 	 density 	 avg odf
4;0.01;0.43
4;1.00;0.27
4;1.00;0.18
4;0.58;0.22
4;1.00;0.34
4;1.00;0.36
4;1.00;0.20
4;1.00;0.21
4;1.00;0.12
4;0.71;0.26
4;0.90;0.23
4;1.00;0.22
4;0.90;0.14
4;0.80;0.11
4;1.00;0.44
4;1.00;0.20
4;0.76;0.10
4;0.90;0.34
4;1.00;0.30
4;1.00;0.28
4;0.80;0.26
4;1.00;0.04
4;1.00;0.06
4;1.00;0.14
4;0.90;0.16
4;1.00;0.07
4;1.00;0.22
4;1.00;0.32
4;1.00;0.18
4;1.00;0.09
4;0.90;0.42
4;1.00;0.45
4;1.00;0.16
4;0.90;0.21
4;1.00;0.24
4;1.00;0.28
4;0.90;0.11
4;1.00;0.13
4;1.00;0.31
4;0.90;0.35
4;1.00;0.16
4;1.00;0.26
4;1.00;0.17
4;0.90;0.25
4;1.00;0.21
4;1.00;0.15
4;1.00;0.20
4;1.00;0.15
4;1.00;0.18
4;1.00;0.17
4;1.00;0.11
4;0.90;0.24
4;1.00;0.14
4;0.90;0.35
4;1.00;0.12
4;1.00;0.30
4;1.00;0.23
4;1.00;0.25
4;0.90;0.13
4;1.00;0.35
4;1.00;0.02
4;0.90;0.26
4;1.00;0.32
4;1.00;0.23
4;1.00;0.12
4;1.00;0.30
4;1.00;0.27
4;1.00;0.12
4;1.00;0.23
4;1.00;0.34
4;0.90;0.13
4;1.00;0.30
4;1.00;0.15
4;1.00;0.28
4;1.00;0.05
4;0.90;0.12
4;1.00;0.18
4;1.00;0.16
4;1.00;0.22
4;1.00;0.26
4;1.00;0.31
4;1.00;0.29
4;1.00;0.34
4;1.00;0.29
4;1.00;0.02
4;1.00;0.25
4;1.00;0.18
4;1.00;0.21
4;1.00;0.25
4;1.00;0.23
4;1.00;0.29
4;1.00;0.31
4;0.90;0.13
4;1.00;0.26
4;1.00;0.17
4;1.00;0.14
4;1.00;0.40
4;1.00;0.19
4;1.00;0.21
4;1.00;0.08
5;0.09;0.26
5;0.40;0.56
5;1.00;0.02
5;1.00;0.13
5;1.00;0.15
5;1.00;0.08
5;0.93;0.12
5;1.00;0.13
5;1.00;0.05
5;1.00;0.10
5;1.00;0.13
5;0.93;0.10
5;1.00;0.07
5;1.00;0.16
5;1.00;0.06
5;1.00;0.06
5;1.00;0.14
5;1.00;0.23
5;1.00;0.03
6;0.29;0.18
6;0.54;0.52
7;0.78;0.07
7;0.96;0.29
7;1.00;0.02
8;1.00;0.03
8;1.00;0.06
