#k 	 density 	 avg odf
4;0.01;0.45
4;0.90;0.10
4;1.00;0.26
4;0.90;0.31
4;1.00;0.27
4;0.80;0.17
4;0.80;0.35
4;0.80;0.26
4;1.00;0.11
4;1.00;0.27
4;1.00;0.20
4;0.64;0.22
4;1.00;0.22
4;1.00;0.29
4;1.00;0.24
4;1.00;0.20
4;1.00;0.22
4;0.80;0.27
4;1.00;0.13
4;1.00;0.19
4;1.00;0.15
4;0.90;0.23
4;0.90;0.33
4;1.00;0.22
4;1.00;0.15
4;1.00;0.20
4;0.90;0.17
4;1.00;0.14
4;0.90;0.23
4;1.00;0.24
4;0.90;0.08
4;1.00;0.18
4;1.00;0.29
4;1.00;0.27
4;0.90;0.13
4;1.00;0.21
4;1.00;0.16
4;1.00;0.18
4;0.90;0.05
4;1.00;0.13
4;1.00;0.17
4;1.00;0.27
4;1.00;0.17
4;1.00;0.20
4;0.90;0.13
4;1.00;0.28
4;1.00;0.06
4;1.00;0.22
4;1.00;0.16
4;1.00;0.38
4;1.00;0.32
4;1.00;0.15
4;1.00;0.21
4;1.00;0.12
4;1.00;0.04
4;0.90;0.16
4;1.00;0.13
4;0.90;0.14
4;1.00;0.14
4;1.00;0.17
4;1.00;0.13
4;1.00;0.28
4;1.00;0.05
4;0.90;0.16
4;1.00;0.25
4;1.00;0.15
4;1.00;0.39
4;1.00;0.34
4;1.00;0.28
4;1.00;0.20
4;1.00;0.22
4;1.00;0.44
4;1.00;0.15
4;1.00;0.44
4;1.00;0.25
4;1.00;0.12
4;1.00;0.22
4;1.00;0.17
4;1.00;0.12
4;1.00;0.31
4;1.00;0.23
4;1.00;0.17
4;1.00;0.19
5;0.09;0.29
5;0.62;0.05
5;0.86;0.11
5;0.93;0.16
5;1.00;0.09
5;1.00;0.09
5;1.00;0.17
5;1.00;0.07
6;0.34;0.14
6;1.00;0.11
6;1.00;0.06
7;1.00;0.02
7;1.00;0.02
7;1.00;0.01
7;0.92;0.02
