263071,0
52877,1
1916,1
12136,0
52999,1
16736,1
16735,1
263072,0
263057,1
263055,0
12140,0
33182,0
28604,0
28605,0
52880,0
16509,0
52884,0
52640,0
52888,1
14204,0
13357,0
263062,0
52527,0
14650,0
23002,1
27720,1
23128,0
27724,1
52770,0
52892,0
52650,0
52777,0
2906,1
52896,0
262903,1
262901,0
262907,1
52781,0
262908,0
262906,0
13335,1
52668,0
52544,1
52545,0
23105,1
23106,1
26615,1
52550,1
22250,0
52799,1
11242,1
263098,0
27715,1
52681,1
22381,1
52686,1
52320,0
52568,1
16594,1
7048,1
28338,0
28339,0
262952,1
28216,0
262716,1
262717,1
262956,1
262715,0
7162,1
28330,0
28573,0
28331,0
262839,1
28571,1
28576,1
10938,0
28333,0
19873,1
262943,1
28349,1
262822,1
28229,1
28347,0
28226,0
28589,0
262706,1
262827,1
262704,0
26162,1
28220,1
262828,0
28587,0
28224,1
28346,1
28225,0
10704,1
28343,1
28580,0
2716,0
2715,0
132591,0
52909,0
10906,1
61747,0
262938,0
28670,1
28310,0
28311,0
19723,0
8167,1
52915,0
14282,1
19611,0
18881,1
15133,1
28327,0
28206,0
28207,1
28328,1
28204,0
28326,1
28329,1
28209,0
262808,1
262807,1
28202,0
28201,1
52920,1
52803,1
52925,1
8055,1
262753,1
262511,0
262632,1
262750,1
262993,1
262756,1
28657,1
262878,1
28658,1
262757,0
263603,0
262996,0
262876,0
262518,0
61888,1
262879,0
262516,0
61769,0
26592,1
28654,0
52813,0
52937,1
262741,1
262620,0
262862,0
262621,1
262500,1
16685,1
262742,1
28668,1
28306,0
28669,1
262988,1
262504,0
262864,0
28303,0
28666,1
262743,0
262501,0
28667,1
262865,1
262744,1
262623,0
28309,1
61898,0
21911,1
262868,0
262869,1
28661,0
27693,0
262509,1
28301,0
28665,0
28663,1
28300,0
52940,1
14026,0
52941,1
52944,0
52945,0
52824,0
52828,0
262730,0
262731,1
262970,1
262732,1
262733,1
262854,1
28634,0
8075,1
26218,1
28639,0
262857,1
28637,0
262737,0
28631,1
28630,1
52836,1
28646,0
262965,0
262724,0
28647,0
262721,0
28644,0
262964,0
262727,0
262848,1
262725,1
262604,0
28649,0
262605,1
262729,0
262609,0
52960,1
23074,0
28642,1
52840,1
28640,1
52965,0
52720,1
52962,0
52841,1
52967,1
52604,0
