262792,1
22515,0
262793,1
262790,0
262434,1
262797,1
262676,0
262552,0
262310,0
262794,0
262673,0
262558,0
263647,1
262435,0
263525,1
262557,0
53140,0
262318,1
53143,0
53022,0
53144,0
53142,0
28175,0
28299,1
53145,1
28178,0
53146,0
28293,0
28294,1
28173,0
10412,0
28292,0
28171,1
262660,1
262780,0
262785,1
262664,0
262544,0
262420,0
263631,0
262663,1
262421,0
262789,0
262548,1
262669,0
262666,0
262545,0
262787,0
263513,0
262428,1
262308,0
262429,0
28187,1
28188,0
28186,1
53158,1
53037,1
53038,1
28189,1
53157,1
11751,1
28184,0
262891,1
262650,0
262532,0
262412,1
262775,0
19200,0
262778,0
262534,0
262413,0
262777,0
53162,1
262659,0
262539,1
53165,1
28275,0
28155,0
53166,0
30122,0
53164,0
2688,0
28153,0
28279,1
53169,1
28158,1
53046,0
53167,1
28271,1
28272,1
28151,0
28270,1
262760,0
262400,0
262401,0
262643,0
262761,1
262883,1
1251,0
262765,0
262403,1
262406,0
53171,0
61902,0
3549,1
28165,1
28287,1
28166,1
53053,1
28163,1
53175,0
28169,0
53059,1
28288,0
53178,0
28168,0
53179,0
10881,0
28161,0
28283,1
28280,0
263442,0
262353,1
262474,0
262599,1
262475,0
262354,1
263444,1
262476,1
262355,1
16397,1
263329,1
263328,1
28259,0
28138,0
263447,0
53062,1
53184,1
15180,0
53061,1
28132,0
53066,0
53187,0
10733,1
28254,0
53185,0
53065,1
28252,0
11706,1
61919,1
28134,0
53068,0
28135,1
53069,0
28250,0
262481,0
262583,1
262581,0
17379,0
263434,0
262464,1
262585,0
263311,0
262344,1
53070,0
262589,1
262469,1
263678,1
53195,0
53071,0
53192,1
53072,1
28143,1
28265,1
53199,0
28141,1
28262,0
53075,0
11835,1
53197,0
28263,1
28268,0
28148,0
28269,1
28267,1
28146,1
262591,0
28140,1
262451,0
17222,1
262693,0
263541,0
262450,0
262695,0
263301,0
262454,1
262575,1
262333,1
262696,0
53080,1
28239,0
262459,0
28359,1
262458,0
10954,1
28352,0
11921,0
61816,0
11802,1
28593,0
28598,1
28599,0
28357,1
28233,0
15169,0
28590,0
28591,1
262561,0
262441,1
262680,0
262565,0
262444,1
262686,1
262687,1
262684,1
262322,0
263538,0
262448,0
263658,0
61950,0
263416,1
262449,0
262688,1
262446,1
20406,0
53093,0
53099,0
28122,1
28001,0
53097,0
28241,0
28125,0
28368,1
28247,1
28126,0
28123,0
28366,0
28124,0
22819,1
31529,0
28360,1
262690,0
263001,1
263363,0
262394,1
263003,0
263008,0
22356,1
19182,0
36408,1
52691,0
52697,0
52694,0
52579,0
13522,1
26606,1
263353,0
26609,0
263357,0
263113,0
35788,1
14868,1
13414,0
262375,1
262493,1
263461,0
262378,1
262499,1
264435,0
30081,1
53203,1
263471,0
53208,0
262363,0
263332,0
263450,0
262488,0
20044,0
262486,0
10362,0
14840,1
263460,0
262492,0
13878,0
263047,1
22431,0
53100,1
53221,0
53224,0
53225,0
53101,0
53222,0
53102,0
53223,0
263035,0
263395,0
20144,0
20142,0
25832,0
22689,0
53111,1
53230,0
53235,1
53114,0
53115,1
53112,1
53234,1
53118,1
53237,1
53116,1
11432,1
42385,1
53242,0
28198,1
53122,0
53001,1
28197,0
28190,0
263390,0
53008,0
10670,0
28191,0
28195,0
28192,0
28193,0
11644,0
22548,0
21574,0
263499,1
262289,1
25933,1
12989,1
53131,0
53016,0
53013,0
53135,0
61440,1
14571,0
28618,0
28615,0
28616,0
52850,1
52851,1
52976,0
52734,1
52613,1
52610,1
52974,0
52858,0
52977,0
263076,0
13495,0
28624,0
28625,0
28623,0
28629,1
52861,0
22085,1
52981,0
52866,0
52987,0
263080,1
52869,1
52748,0
52625,1
52988,0
263083,1
8674,0
14551,0
7465,1
11284,0
22177,1
52751,0
52873,1
52752,0
52750,0
