NAT,51,66
RS,1245,2556
CE,78,231
DF,102,300
PR,86,1326
VIX,93,171
BEL,11,66
CPV,43,55
LDA,25,210
MGF,27,136
SJC,11,45
SC,112,276
SCA,1,1
CAS,70,210
CXJ,4,6
LAJ,8,21
PE,55,105
RJ,389,1891
SJP,22,36
MAO,7,15
MG,110,253
GYN,38,136
SP,424,141778
BA,97,300
