"prefix","occurrence","percentage"
8,4,0.000923736328702335
9,13,0.00300214306828259
10,31,0.0071589565474431
11,92,0.0212459355601537
12,255,0.0588881909547739
13,420,0.0969923145137452
14,931,0.214999630505468
15,1486,0.343168046112918
16,10371,2.39501736624298
17,6413,1.48098026899202
18,10166,2.34767587939698
19,22283,5.14590415311853
20,33973,7.84552357375111
21,35881,8.28614580254212
22,49100,11.3388634348212
23,41277,9.53226610996157
24,220173,50.8454496748448
25,37,0.0085445610404966
26,32,0.00738989062961868
27,66,0.0152416494235885
28,2,0.000461868164351168
29,14,0.00323307715045817
30,4,0.000923736328702335
