"prefix","occurrence","percentage"
8,3,0.00054132472987896
9,12,0.00216529891951584
10,30,0.0054132472987896
11,90,0.0162397418963688
12,268,0.0483583425358537
13,507,0.0914838793495442
14,1141,0.205883838930631
15,1830,0.330208085226165
16,13326,2.40456445012234
17,7465,1.34699636951548
18,12625,2.27807490490729
19,28327,5.11136854109376
20,39243,7.08106879154667
21,41621,7.51015886076406
22,61470,11.0917437152199
23,52581,9.48779854058853
24,292041,52.6963384795271
25,326,0.0588239539801803
26,305,0.0550346808710276
27,514,0.0927469703859284
28,321,0.0579217460970487
29,43,0.00775898779493176
30,75,0.013533118246974
31,2,0.00036088315325264
32,30,0.0054132472987896
