1	0.0049710282
2	0.6024264832
3	2.7663772078
4	10.2173271403
5	36.8629705001
6	35.2492504622
7	11.6309632921
8	2.1816600127
9	0.3781088344
10	0.0817112765
11	0.0186413558
12	0.0043496497
13	0.0006213785
14	0.0006213785
