1	4.97102822611965E-005
2	0.0060739751
3	0.0337377472
4	0.1359110186
5	0.5045407236
6	0.8570332282
7	0.9733428611
8	0.9951594613
9	0.9989405496
10	0.9997576624
11	0.9999440759
12	0.9999875724
13	0.9999937862
14	1
